item_id,item_type,item_name,det_target,det_competitor,option1,option2,option3,option4,mentioned_element,mentioned_file,unmentioned_element,unmentioned_file,picture1,picture2,picture3,picture4,question,question_file,answer_file,target_position,list,complete_answer,incomplete_answer,chunked_answer,expected_response,target,competitor,condition,DP,picture_target,picture_competitor
1,critical,wolf-dog,der,der,Wolf,Hund,holdfast,americangoldfinch,wolf,greywolf.jpg,dog,greyhound.jpg,images/greywolf.jpg,images/greyhound.jpg,images/holdfast.jpg,images/americangoldfinch.jpg,Ist das ein Bild von einem Wolf?,q_r_wolf.wav,r_t_wolf.wav,1,1,Das ist tatsächlich ein Bild von einem Wolf.,Das ist tatsächlich ein Bild von einem ...,Das ist | tatsächlich ein Bild von | einem Wolf.,Wolf,Wolf,Hund,reliable,indeed,greywolf.jpg,greyhound.jpg
251,filler,locomotive,NA,NA,golfbag,bathtub,locomotive,fluorescentlightbulb,NA,NA,NA,NA,images/golfbag.jpg,images/bathtub.jpg,images/locomotive.jpg,images/fluorescentlightbulb.jpg,Magst du auch den Zug?,q_f_lokomotive.wav,f_lokomotive.wav,NA,9,"Ja, das ist eine schöne Lokomotive.","Ja, das ist eine schöne ...","Ja, | das ist | eine schöne Lokomotive.",locomotive,NA,NA,filler,NA,locomotive.jpg,golfbag.jpg
252,filler,snowboard,NA,NA,spinningtoy,christmaslights,acousticguitar02,snowboard,NA,NA,NA,NA,images/spinningtoy.jpg,images/christmaslights.jpg,images/acousticguitar02.jpg,images/snowboard.jpg,Kann man hiermit im Schnee spielen?,q_f_snowboard.wav,f_snowboard.wav,NA,9,"Ja, das ist ein Snowboard.","Ja, das ist ein ...","Ja, | das ist | ein Snowboard.",snowboard,NA,NA,filler,NA,snowboard.jpg,spinningtoy.jpg
253,filler,pipe-wrench,NA,NA,jeep,pipewrench,flugglehorn,portapotty,NA,NA,NA,NA,images/jeep.jpg,images/pipewrench.jpg,images/flugglehorn.jpg,images/portapotty.jpg,Wie heißt das rote Ding?,q_f_rohrzange.wav,f_rohrzange.wav,NA,9,Das nennt sich Rohrzange.,Das nennt sich ...,Das nennt sich | Rohrzange.,pipewrench,NA,NA,filler,NA,pipewrench.jpg,jeep.jpg
254,filler,windsurf-board,NA,NA,desktopcomputer,windsurfboard,canoepaddle02,loppingshears,NA,NA,NA,NA,images/desktopcomputer.jpg,images/windsurfboard.jpg,images/canoepaddle02.jpg,images/loppingshears.jpg,Ist das ein kleines Boot?,q_f_windsurfbrett.wav,f_windsurfbrett.wav,NA,9,"Nein, das ist ein Windsurfbrett.","Nein, das ist ein ...","Nein, | das ist | ein Windsurfbrett.",windsurfboard,NA,NA,filler,NA,windsurfboard.jpg,desktopcomputer.jpg
255,filler,trophy,NA,NA,picnictable,nametag01a,trophy01,linedpaper,NA,NA,NA,NA,images/picnictable.jpg,images/nametag01a.jpg,images/trophy01.jpg,images/linedpaper.jpg,Magst du auch das sehr glänzende Ding?,q_f_trophaee.wav,f_trophaee.wav,NA,10,"Ja, das ist eine sehr glänzende Trophäe.","Ja, das ist eine sehr glänzende ...","Ja, | das ist | eine sehr glänzende Trophäe.",trophy01,NA,NA,filler,NA,trophy01.jpg,picnictable.jpg
256,filler,bulldozer,NA,NA,fireplace,bust,handbrush02,bulldozer,NA,NA,NA,NA,images/fireplace.jpg,images/bust.jpg,images/handbrush02.jpg,images/bulldozer.jpg,Wie heißt das große gelbe Ding?,q_f_bulldozer.wav,f_bulldozer.wav,NA,10,Das ist ein Bulldozer.,Das ist ein ...,Das ist | ein Bulldozer.,bulldozer,NA,NA,filler,NA,bulldozer.jpg,fireplace.jpg
257,filler,faucet,NA,NA,pin,steamroller,faucet,flowerwreath,NA,NA,NA,NA,images/pin.jpg,images/steamroller.jpg,images/faucet.jpg,images/flowerwreath.jpg,Ist das ein Spülbecken?,q_f_wasserhahn.wav,f_wasserhahn.wav,NA,10,"Nein, das ist ein Wasserhahn.","Nein, das ist ein ...","Nein, | das ist | ein Wasserhahn.",faucet,NA,NA,filler,NA,faucet.jpg,pin.jpg
258,filler,gift,NA,NA,ironingboard01,chest01,patiochair,gift01,NA,NA,NA,NA,images/ironingboard01.jpg,images/chest01.jpg,images/patiochair.jpg,images/gift01.jpg,Magst du auch das bunte Ding?,q_f_geschenk.wav,f_geschenk.wav,NA,10,"Ja, das ist ein schönes Geschenk.","Ja, das ist ein schönes ...","Ja, | das ist | ein schönes Geschenk.",gift01,NA,NA,filler,NA,gift01.jpg,ironingboard01.jpg
259,filler,fish-knife,NA,NA,fanblades,butterknife,playground,boatmotor,NA,NA,NA,NA,images/fanblades.jpg,images/butterknife.jpg,images/playground.jpg,images/boatmotor.jpg,Benutzt man das hier für Butter?,q_f_messerfisch.wav,f_messerfisch.wav,NA,10,"Nein, das ist ein spezielles Messer für Fisch.","Nein, das ist ein spezielles ... für Fisch.","Nein, | das ist | ein spezielles Messer für Fisch.",butterknife,NA,NA,filler,NA,butterknife.jpg,fanblades.jpg
260,filler,walkie-talkie,NA,NA,hibiscusflower02,handcuffs,birdhouse,walkietalkie,NA,NA,NA,NA,images/hibiscusflower02.jpg,images/handcuffs.jpg,images/birdhouse.jpg,images/walkietalkie.jpg,Ist das ein Telefon?,q_f_walkietalkie.wav,f_walkietalkie.wav,NA,10,"Nein, das ist ein Walkie-Talkie.","Nein, das ist ein ...","Nein, | das ist | ein Walkie-Talkie.",walkietalkie,NA,NA,filler,NA,walkietalkie.jpg,hibiscusflower02.jpg
